customer_id,age,gender,location,total_spent,purchase_amount_usd,previous_purchases,frequency_of_purchases,payment_method,category,item_purchased,season,size,color,shipping_type,value_tier,promo_dependency_score,loyalty_type,satisfaction_flag,repeat_buyer_segment,is_subscriber,discount_flag,promo_flag,discount_applied,promo_code_used,review_rating,subscription_status,city_opportunity,city_avg_spend,city_promo_pct,category_type,cat_avg_spend,cat_promo_pct
1585,41,Male,Hawaii,95,95,46,Quarterly,Credit Card,Clothing,Blouse,Spring,S,Silver,Store Pickup,Platinum,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.1,No,Low Priority,57.72,0.49,Entry Category,60.03,0.42
1586,37,Male,Alabama,25,25,40,Fortnightly,Debit Card,Clothing,Sweater,Fall,M,Charcoal,Next Day Air,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.0,No,Growth Market,59.11,0.4,Entry Category,60.03,0.42
1587,25,Male,Oklahoma,77,77,21,Weekly,Bank Transfer,Footwear,Boots,Fall,M,Purple,Express,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.0,No,Low Priority,58.35,0.48,Entry Category,60.26,0.43
1588,41,Male,Alabama,99,99,33,Fortnightly,Credit Card,Clothing,Socks,Summer,M,Beige,Free Shipping,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.5,No,Growth Market,59.11,0.4,Entry Category,60.03,0.42
1589,48,Male,Vermont,24,24,3,Monthly,Venmo,Accessories,Belt,Winter,L,Cyan,Next Day Air,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.2,No,Growth Market,57.18,0.39,Retention Category,59.84,0.44
1590,42,Male,Ohio,72,72,48,Weekly,Cash,Footwear,Sneakers,Summer,M,Silver,Store Pickup,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.7,No,Promo Market,60.38,0.44,Entry Category,60.26,0.43
1591,54,Male,Wisconsin,80,80,8,Annually,Paypal,Clothing,Jeans,Winter,S,Pink,Free Shipping,Gold,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.0,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1592,18,Male,South Dakota,100,100,24,Annually,Paypal,Clothing,Skirt,Winter,L,Gold,Next Day Air,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.9,No,Golden Market,60.51,0.37,Entry Category,60.03,0.42
1593,56,Male,Iowa,83,83,10,Every 3 Months,Bank Transfer,Footwear,Shoes,Summer,M,Cyan,Free Shipping,Platinum,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.3,No,Promo Market,60.88,0.52,Entry Category,60.26,0.43
1594,61,Male,Maryland,95,95,25,Monthly,Bank Transfer,Clothing,Dress,Spring,M,Black,2-Day Shipping,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.9,No,Low Priority,55.76,0.44,Entry Category,60.03,0.42
1595,40,Male,Colorado,41,41,3,Fortnightly,Cash,Accessories,Handbag,Summer,XL,Charcoal,Store Pickup,Silver,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.7,No,Growth Market,56.29,0.41,Retention Category,59.84,0.44
1596,34,Male,Wisconsin,35,35,45,Fortnightly,Debit Card,Accessories,Backpack,Spring,S,Magenta,Standard,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.5,No,Low Priority,55.95,0.48,Retention Category,59.84,0.44
1597,42,Male,Mississippi,30,30,15,Monthly,Debit Card,Accessories,Jewelry,Fall,S,Pink,Store Pickup,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.7,No,Promo Market,61.04,0.48,Retention Category,59.84,0.44
1598,43,Male,Mississippi,21,21,34,Quarterly,Bank Transfer,Accessories,Hat,Winter,XL,Maroon,Store Pickup,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.6,No,Promo Market,61.04,0.48,Retention Category,59.84,0.44
1599,47,Male,California,85,85,21,Bi-Weekly,Venmo,Accessories,Jewelry,Fall,M,Teal,Express,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.1,No,Growth Market,59.0,0.42,Retention Category,59.84,0.44
1600,48,Male,Delaware,54,54,22,Bi-Weekly,Debit Card,Clothing,Shirt,Winter,M,Orange,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.8,No,Low Priority,55.33,0.45,Entry Category,60.03,0.42
1601,20,Male,Montana,26,26,24,Weekly,Paypal,Footwear,Boots,Spring,S,Yellow,Next Day Air,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.7,No,Golden Market,60.25,0.38,Entry Category,60.26,0.43
1602,65,Male,Indiana,59,59,33,Monthly,Credit Card,Clothing,Shirt,Spring,XL,Red,Store Pickup,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.9,No,Low Priority,58.92,0.57,Entry Category,60.03,0.42
1603,54,Male,West Virginia,48,48,13,Fortnightly,Venmo,Accessories,Sunglasses,Winter,S,Charcoal,Free Shipping,Silver,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,2.8,No,Promo Market,63.88,0.49,Retention Category,59.84,0.44
1604,23,Male,Iowa,98,98,17,Bi-Weekly,Debit Card,Clothing,Shorts,Summer,L,Black,Next Day Air,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.3,No,Promo Market,60.88,0.52,Entry Category,60.03,0.42
1605,18,Male,Maine,92,92,25,Every 3 Months,Credit Card,Clothing,Sweater,Summer,M,White,2-Day Shipping,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.8,No,Growth Market,56.99,0.35,Entry Category,60.03,0.42
1606,70,Male,Connecticut,46,46,15,Bi-Weekly,Credit Card,Accessories,Belt,Winter,M,Lavender,Next Day Air,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.4,No,Growth Market,54.18,0.33,Retention Category,59.84,0.44
1607,55,Male,Kansas,21,21,4,Fortnightly,Paypal,Clothing,T-Shirt,Spring,S,White,Standard,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.3,No,Growth Market,54.56,0.24,Entry Category,60.03,0.42
1608,49,Male,Vermont,72,72,43,Quarterly,Debit Card,Clothing,Shorts,Fall,S,Gray,Free Shipping,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.7,No,Growth Market,57.18,0.39,Entry Category,60.03,0.42
1609,26,Male,Nebraska,58,58,12,Bi-Weekly,Bank Transfer,Footwear,Sandals,Fall,XL,Cyan,Next Day Air,Silver,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.6,No,Low Priority,59.45,0.43,Entry Category,60.26,0.43
1610,33,Male,Nevada,93,93,3,Monthly,Venmo,Clothing,Shirt,Fall,S,Brown,Standard,Platinum,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.1,No,Promo Market,63.38,0.47,Entry Category,60.03,0.42
1611,20,Male,Tennessee,31,31,1,Annually,Paypal,Clothing,Socks,Spring,L,Purple,2-Day Shipping,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.4,No,Golden Market,61.97,0.36,Entry Category,60.03,0.42
1612,41,Male,Arkansas,26,26,6,Monthly,Debit Card,Clothing,Pants,Winter,L,Yellow,Next Day Air,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.5,No,Promo Market,61.11,0.47,Entry Category,60.03,0.42
1613,18,Male,Wisconsin,68,68,26,Monthly,Venmo,Clothing,Skirt,Summer,M,Indigo,Standard,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.4,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1614,26,Male,Illinois,31,31,6,Fortnightly,Credit Card,Accessories,Jewelry,Summer,S,Black,Next Day Air,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.0,No,Golden Market,61.05,0.4,Retention Category,59.84,0.44
1615,30,Male,Kansas,41,41,22,Bi-Weekly,Cash,Clothing,T-Shirt,Summer,S,Gray,Free Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.4,No,Growth Market,54.56,0.24,Entry Category,60.03,0.42
1616,64,Male,New York,62,62,45,Bi-Weekly,Cash,Accessories,Jewelry,Fall,M,Indigo,Standard,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.2,No,Golden Market,60.43,0.41,Retention Category,59.84,0.44
1617,26,Male,Colorado,41,41,50,Quarterly,Cash,Accessories,Hat,Spring,M,Green,Standard,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.4,No,Growth Market,56.29,0.41,Retention Category,59.84,0.44
1618,43,Male,Wisconsin,64,64,50,Fortnightly,Credit Card,Clothing,Blouse,Winter,M,Peach,Standard,Gold,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.3,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1619,63,Male,Michigan,72,72,39,Quarterly,Debit Card,Footwear,Sandals,Summer,L,Purple,Standard,Gold,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,5.0,No,Golden Market,62.1,0.4,Entry Category,60.26,0.43
1620,57,Male,Hawaii,78,78,50,Bi-Weekly,Venmo,Accessories,Handbag,Winter,L,Beige,Store Pickup,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.5,No,Low Priority,57.72,0.49,Retention Category,59.84,0.44
1621,25,Male,Virginia,47,47,27,Every 3 Months,Paypal,Accessories,Hat,Winter,M,Charcoal,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.1,No,Golden Market,62.88,0.38,Retention Category,59.84,0.44
1622,68,Male,Ohio,46,46,38,Fortnightly,Debit Card,Accessories,Scarf,Summer,L,Gray,2-Day Shipping,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.9,No,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1623,31,Male,Missouri,43,43,37,Every 3 Months,Bank Transfer,Clothing,Shorts,Winter,S,Brown,Store Pickup,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.0,No,Low Priority,57.91,0.49,Entry Category,60.03,0.42
1624,64,Male,Indiana,58,58,50,Annually,Debit Card,Accessories,Backpack,Summer,M,Cyan,Next Day Air,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.5,No,Low Priority,58.92,0.57,Retention Category,59.84,0.44
1625,38,Male,Florida,32,32,40,Every 3 Months,Paypal,Clothing,Sweater,Winter,M,White,Free Shipping,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.6,No,Low Priority,55.85,0.46,Entry Category,60.03,0.42
1626,34,Male,Minnesota,45,45,3,Bi-Weekly,Paypal,Clothing,Skirt,Winter,L,Beige,Next Day Air,Silver,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.0,No,Low Priority,56.56,0.44,Entry Category,60.03,0.42
1627,32,Male,Nevada,35,35,45,Bi-Weekly,Credit Card,Footwear,Sneakers,Summer,L,Orange,Next Day Air,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Promo Market,63.38,0.47,Entry Category,60.26,0.43
1628,69,Male,Maine,21,21,8,Annually,Credit Card,Accessories,Sunglasses,Winter,M,Olive,Next Day Air,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,2.9,No,Growth Market,56.99,0.35,Retention Category,59.84,0.44
1629,45,Male,Massachusetts,64,64,7,Monthly,Cash,Clothing,Dress,Winter,S,Teal,Next Day Air,Gold,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.1,No,Promo Market,60.89,0.49,Entry Category,60.03,0.42
1630,35,Male,North Dakota,88,88,13,Quarterly,Venmo,Clothing,Blouse,Spring,S,Silver,Next Day Air,Platinum,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.3,No,Promo Market,62.89,0.46,Entry Category,60.03,0.42
1631,63,Male,New Jersey,48,48,29,Every 3 Months,Venmo,Footwear,Shoes,Summer,M,Gold,Store Pickup,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.9,No,Growth Market,56.75,0.4,Entry Category,60.26,0.43
1632,65,Male,Indiana,36,36,7,Fortnightly,Bank Transfer,Clothing,Sweater,Summer,L,Violet,2-Day Shipping,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,3.9,No,Low Priority,58.92,0.57,Entry Category,60.03,0.42
1633,35,Male,Oregon,28,28,50,Every 3 Months,Debit Card,Accessories,Gloves,Summer,S,White,2-Day Shipping,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.7,No,Low Priority,57.34,0.51,Retention Category,59.84,0.44
1634,54,Male,North Dakota,80,80,33,Bi-Weekly,Debit Card,Clothing,Socks,Spring,M,Peach,2-Day Shipping,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.4,No,Promo Market,62.89,0.46,Entry Category,60.03,0.42
1635,28,Male,South Carolina,23,23,30,Every 3 Months,Cash,Outerwear,Coat,Summer,S,Orange,Store Pickup,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.6,No,Low Priority,58.41,0.5,Entry Category,57.17,0.44
1636,68,Male,North Carolina,24,24,40,Annually,Cash,Accessories,Sunglasses,Summer,L,Violet,Standard,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.2,No,Promo Market,60.79,0.45,Retention Category,59.84,0.44
1637,58,Male,North Dakota,22,22,49,Fortnightly,Cash,Footwear,Boots,Fall,L,Green,Free Shipping,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.0,No,Promo Market,62.89,0.46,Entry Category,60.26,0.43
1638,35,Male,Massachusetts,21,21,32,Fortnightly,Venmo,Clothing,Dress,Spring,M,Peach,Next Day Air,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.5,No,Promo Market,60.89,0.49,Entry Category,60.03,0.42
1639,68,Male,Tennessee,51,51,18,Weekly,Venmo,Outerwear,Jacket,Spring,M,Black,Free Shipping,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.6,No,Golden Market,61.97,0.36,Entry Category,57.17,0.44
1640,41,Male,Missouri,65,65,50,Annually,Paypal,Accessories,Gloves,Summer,L,Blue,Free Shipping,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.3,No,Low Priority,57.91,0.49,Retention Category,59.84,0.44
1641,65,Male,Tennessee,51,51,13,Weekly,Paypal,Accessories,Scarf,Spring,S,Magenta,2-Day Shipping,Silver,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.0,No,Golden Market,61.97,0.36,Retention Category,59.84,0.44
1642,50,Male,Colorado,32,32,1,Every 3 Months,Bank Transfer,Clothing,Hoodie,Summer,L,Violet,Free Shipping,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.4,No,Growth Market,56.29,0.41,Entry Category,60.03,0.42
1643,18,Male,Mississippi,70,70,16,Fortnightly,Paypal,Outerwear,Coat,Spring,M,Beige,Store Pickup,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.2,No,Promo Market,61.04,0.48,Entry Category,57.17,0.44
1644,38,Male,Ohio,77,77,6,Monthly,Paypal,Accessories,Scarf,Summer,L,Pink,2-Day Shipping,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,3.9,No,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1645,68,Male,North Carolina,90,90,21,Monthly,Debit Card,Outerwear,Coat,Summer,S,Beige,Next Day Air,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.9,No,Promo Market,60.79,0.45,Entry Category,57.17,0.44
1646,53,Male,Ohio,36,36,36,Every 3 Months,Venmo,Accessories,Scarf,Summer,L,Green,Standard,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.8,No,Promo Market,60.38,0.44,Retention Category,59.84,0.44
1647,58,Male,Nebraska,77,77,20,Every 3 Months,Bank Transfer,Accessories,Handbag,Summer,S,Silver,Standard,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.7,No,Low Priority,59.45,0.43,Retention Category,59.84,0.44
1648,34,Male,Hawaii,78,78,8,Quarterly,Debit Card,Footwear,Boots,Summer,M,Purple,Store Pickup,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.9,No,Low Priority,57.72,0.49,Entry Category,60.26,0.43
1649,36,Male,Oklahoma,69,69,22,Monthly,Credit Card,Clothing,Pants,Summer,M,Gray,Express,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.6,No,Low Priority,58.35,0.48,Entry Category,60.03,0.42
1650,58,Male,Wisconsin,63,63,3,Quarterly,Credit Card,Clothing,T-Shirt,Summer,M,White,Free Shipping,Gold,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.9,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1651,60,Male,Arkansas,36,36,46,Fortnightly,Credit Card,Accessories,Scarf,Winter,M,Silver,Next Day Air,Bronze,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.4,No,Promo Market,61.11,0.47,Retention Category,59.84,0.44
1652,59,Male,Texas,80,80,42,Monthly,Debit Card,Outerwear,Coat,Winter,M,Blue,Standard,Gold,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,3.9,No,Golden Market,61.19,0.36,Entry Category,57.17,0.44
1653,65,Male,New Mexico,35,35,1,Fortnightly,Bank Transfer,Clothing,Sweater,Summer,M,Orange,Next Day Air,Bronze,1.0,Discount Dependent,High,Low,0,1,1,Yes,Yes,4.0,No,Promo Market,61.9,0.44,Entry Category,60.03,0.42
1654,31,Male,Colorado,93,93,29,Bi-Weekly,Debit Card,Accessories,Belt,Winter,L,Silver,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.0,No,Growth Market,56.29,0.41,Retention Category,59.84,0.44
1655,43,Male,Indiana,25,25,14,Quarterly,Credit Card,Accessories,Belt,Spring,L,Gray,Store Pickup,Bronze,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.6,No,Low Priority,58.92,0.57,Retention Category,59.84,0.44
1656,37,Male,Arizona,81,81,4,Monthly,Paypal,Clothing,Sweater,Spring,L,Gold,Next Day Air,Gold,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.2,No,Golden Market,66.55,0.34,Entry Category,60.03,0.42
1657,21,Male,Indiana,42,42,41,Every 3 Months,Paypal,Clothing,Blouse,Spring,L,Brown,2-Day Shipping,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,2.6,No,Low Priority,58.92,0.57,Entry Category,60.03,0.42
1658,69,Male,Indiana,36,36,4,Bi-Weekly,Debit Card,Clothing,Skirt,Spring,L,Turquoise,Store Pickup,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.2,No,Low Priority,58.92,0.57,Entry Category,60.03,0.42
1659,32,Male,Alaska,66,66,47,Weekly,Cash,Accessories,Jewelry,Spring,S,Pink,Store Pickup,Gold,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.1,No,Golden Market,67.6,0.4,Retention Category,59.84,0.44
1660,53,Male,Utah,37,37,44,Annually,Venmo,Accessories,Gloves,Fall,M,Black,Next Day Air,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,3.9,No,Promo Market,62.58,0.46,Retention Category,59.84,0.44
1661,59,Male,Louisiana,45,45,37,Monthly,Venmo,Clothing,T-Shirt,Winter,L,Yellow,Standard,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.1,No,Growth Market,57.71,0.42,Entry Category,60.03,0.42
1662,64,Male,Iowa,86,86,21,Quarterly,Debit Card,Accessories,Gloves,Summer,S,Beige,2-Day Shipping,Platinum,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.7,No,Promo Market,60.88,0.52,Retention Category,59.84,0.44
1663,63,Male,New Mexico,24,24,46,Fortnightly,Debit Card,Accessories,Sunglasses,Winter,M,Olive,Free Shipping,Bronze,1.0,Discount Dependent,High,High,0,1,1,Yes,Yes,4.6,No,Promo Market,61.9,0.44,Retention Category,59.84,0.44
1664,43,Male,Maine,22,22,1,Bi-Weekly,Cash,Clothing,Shirt,Summer,XL,Gold,Standard,Bronze,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.5,No,Growth Market,56.99,0.35,Entry Category,60.03,0.42
1665,19,Male,Minnesota,53,53,35,Weekly,Paypal,Accessories,Handbag,Spring,M,Purple,Next Day Air,Silver,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,5.0,No,Low Priority,56.56,0.44,Retention Category,59.84,0.44
1666,40,Male,New Mexico,41,41,49,Monthly,Venmo,Outerwear,Jacket,Fall,L,Pink,Next Day Air,Silver,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.4,No,Promo Market,61.9,0.44,Entry Category,57.17,0.44
1667,51,Male,Arkansas,64,64,47,Annually,Paypal,Clothing,Skirt,Summer,M,Blue,Store Pickup,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.1,No,Promo Market,61.11,0.47,Entry Category,60.03,0.42
1668,51,Male,Oklahoma,40,40,24,Every 3 Months,Bank Transfer,Accessories,Handbag,Winter,L,Brown,2-Day Shipping,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.4,No,Low Priority,58.35,0.48,Retention Category,59.84,0.44
1669,66,Male,Utah,33,33,28,Fortnightly,Debit Card,Clothing,Blouse,Summer,L,Charcoal,Standard,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.0,No,Promo Market,62.58,0.46,Entry Category,60.03,0.42
1670,42,Male,Wisconsin,59,59,22,Quarterly,Bank Transfer,Clothing,T-Shirt,Winter,L,Maroon,Store Pickup,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,2.7,No,Low Priority,55.95,0.48,Entry Category,60.03,0.42
1671,22,Male,Utah,73,73,20,Weekly,Cash,Clothing,Pants,Fall,L,Cyan,Free Shipping,Gold,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.6,No,Promo Market,62.58,0.46,Entry Category,60.03,0.42
1672,31,Male,Utah,22,22,25,Weekly,Bank Transfer,Clothing,Hoodie,Winter,M,Olive,Free Shipping,Bronze,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.0,No,Promo Market,62.58,0.46,Entry Category,60.03,0.42
1673,18,Male,South Carolina,73,73,15,Quarterly,Venmo,Footwear,Boots,Fall,L,Gold,Free Shipping,Gold,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,3.8,No,Low Priority,58.41,0.5,Entry Category,60.26,0.43
1674,21,Male,Hawaii,62,62,49,Bi-Weekly,Venmo,Clothing,Blouse,Fall,M,Violet,Next Day Air,Gold,1.0,Discount Dependent,Low,High,0,1,1,Yes,Yes,3.4,No,Low Priority,57.72,0.49,Entry Category,60.03,0.42
1675,35,Male,Alaska,56,56,10,Fortnightly,Debit Card,Outerwear,Coat,Winter,M,Peach,Free Shipping,Silver,1.0,Discount Dependent,Low,Low,0,1,1,Yes,Yes,3.2,No,Golden Market,67.6,0.4,Entry Category,57.17,0.44
1676,35,Male,Colorado,90,90,21,Annually,Credit Card,Clothing,Pants,Spring,M,Beige,Next Day Air,Platinum,1.0,Discount Dependent,High,Medium,0,1,1,Yes,Yes,4.7,No,Growth Market,56.29,0.41,Entry Category,60.03,0.42
1677,27,Male,West Virginia,44,44,34,Weekly,Bank Transfer,Accessories,Sunglasses,Winter,M,Cyan,Next Day Air,Silver,1.0,Discount Dependent,Low,Medium,0,1,1,Yes,Yes,3.1,No,Promo Market,63.88,0.49,Retention Category,59.84,0.44
1678,65,Male,Oregon,35,35,41,Weekly,Debit Card,Clothing,Jeans,Summer,L,Silver,Next Day Air,Bronze,0.0,Genuinely Loyal,Low,High,0,0,0,No,No,3.3,No,Low Priority,57.34,0.51,Entry Category,60.03,0.42
1679,41,Male,Ohio,71,71,30,Fortnightly,Venmo,Clothing,Pants,Summer,S,Magenta,2-Day Shipping,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.8,No,Promo Market,60.38,0.44,Entry Category,60.03,0.42
1680,60,Male,Massachusetts,52,52,24,Bi-Weekly,Debit Card,Clothing,Dress,Fall,S,Black,Next Day Air,Silver,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.5,No,Promo Market,60.89,0.49,Entry Category,60.03,0.42
1681,61,Male,Louisiana,37,37,6,Annually,Credit Card,Footwear,Shoes,Summer,M,Olive,Store Pickup,Bronze,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.4,No,Growth Market,57.71,0.42,Entry Category,60.26,0.43
1682,24,Male,Virginia,95,95,14,Bi-Weekly,Credit Card,Footwear,Sneakers,Winter,L,Green,2-Day Shipping,Platinum,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.7,No,Golden Market,62.88,0.38,Entry Category,60.26,0.43
1683,65,Male,New York,97,97,37,Bi-Weekly,Credit Card,Clothing,Socks,Fall,M,Yellow,2-Day Shipping,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.9,No,Golden Market,60.43,0.41,Entry Category,60.03,0.42
1684,23,Male,Arkansas,57,57,37,Quarterly,Venmo,Outerwear,Coat,Spring,S,Lavender,Next Day Air,Silver,0.0,Genuinely Loyal,Low,Medium,0,0,0,No,No,3.5,No,Promo Market,61.11,0.47,Entry Category,57.17,0.44
1685,30,Male,New Mexico,93,93,28,Weekly,Paypal,Clothing,Shirt,Spring,M,Indigo,Standard,Platinum,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.6,No,Promo Market,61.9,0.44,Entry Category,60.03,0.42
1686,33,Male,Minnesota,48,48,43,Bi-Weekly,Paypal,Clothing,Blouse,Winter,M,Pink,Standard,Silver,0.0,Genuinely Loyal,High,High,0,0,0,No,No,4.6,No,Low Priority,56.56,0.44,Entry Category,60.03,0.42
1687,22,Male,Illinois,75,75,25,Annually,Cash,Accessories,Gloves,Fall,L,Red,Store Pickup,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.2,No,Golden Market,61.05,0.4,Retention Category,59.84,0.44
1688,67,Male,Georgia,70,70,4,Annually,Paypal,Clothing,Skirt,Winter,S,Magenta,Free Shipping,Gold,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.7,No,Growth Market,58.8,0.41,Entry Category,60.03,0.42
1689,28,Male,Mississippi,26,26,13,Fortnightly,Venmo,Accessories,Handbag,Winter,S,Peach,Next Day Air,Bronze,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.0,No,Promo Market,61.04,0.48,Retention Category,59.84,0.44
1690,32,Male,North Carolina,73,73,32,Monthly,Bank Transfer,Clothing,Shirt,Winter,L,Turquoise,Store Pickup,Gold,0.0,Genuinely Loyal,High,Medium,0,0,0,No,No,4.6,No,Promo Market,60.79,0.45,Entry Category,60.03,0.42
1691,40,Male,Nevada,30,30,1,Annually,Cash,Outerwear,Coat,Summer,M,Black,Free Shipping,Bronze,0.0,Genuinely Loyal,Low,Low,0,0,0,No,No,3.2,No,Promo Market,63.38,0.47,Entry Category,57.17,0.44
